School_Name,School_Type,Specialisation,Campus_Name,Campus_Type,Campus_Address_Line_1,Campus_Address_Town,Campus_Address_State,Campus_Postcode,School_Phone,School_Website,Managed_Enrolments,Campus_Status,Campus_Year_Levels,primary_2020,year7_2020,year8_2020,year9_2020,year10_2020,year11_2020,year12_2020,DET_Region,type,Zone,Entity_Code,juniorsec_2020,seniorsec_2020,singlesex_2020,specialist_2020
Deepdene Primary School,Primary,,Deepdene Primary School,Primary,958a Burke Road,Deepdene,VIC,"3103",03 9817 1917,https://www.deepdeneps.vic.edu.au/,,Open,Prep to 6,x,,,,,,,North East,Straight line,Yes,"1368001",,,,
Deer Park North Primary School,Primary,,Deer Park North Primary School,Primary,18-36 Mawson Avenue,Deer Park,VIC,"3023",03 9363 4600,http://www.deerparknthps.vic.edu.au,,Open,Prep to 6,x,,,,,,,South West,Straight line,Yes,"1508401",,,,
Deer Park West Primary School,Primary,,Deer Park West Primary School,Primary,Quinn Street,Deer Park,VIC,"3023",03 9363 3519,http://www.dpwps.vic.edu.au,,Open,Prep to 6,x,,,,,,,South West,Straight line,Yes,"1503201",,,,
Delacombe Primary School,Primary,,Delacombe Primary School,Primary,110-120 Greenhalghs Road,Delacombe,VIC,"3356",03 5335 6103,http://www.delacombeps.vic.edu.au,,Open,Prep to 6,x,,,,,,,South West,Straight line,Yes,"1520101",,,,
Derinya Primary School,Primary,,Derinya Primary School,Primary,Overport Road,Frankston South,VIC,"3199",03 9787 3633,http://www.derinya.vic.edu.au/,,Open,Prep to 6,x,,,,,,,South East,Straight line,Yes,"1499601",,,,
Derrimut Primary School,Primary,,Derrimut Primary School,Primary,40 Lennon Parkway,Derrimut,VIC,"3030",03 8361 1000,http://www.derrimutps.vic.edu.au,,Open,Prep to 6,x,,,,,,,South West,Straight line,Yes,"1551201",,,,
Devenish Primary School,Primary,,Devenish Primary School,Primary,76 Main Road,Devenish,VIC,"3726",03 5764 4343,http://www.devenishps.vic.edu.au/,,Open,Prep to 6,x,,,,,,,North East,Shortest path,Yes,"1176401",,,,
Devon Meadows Primary School,Primary,,Devon Meadows Primary School,Primary,Worthing Road,Devon Meadows,VIC,"3977",03 5998 2304,http://www.devmead.vic.edu.au/,,Open,Prep to 6,x,,,,,,,South East,Straight line,Yes,"1392401",,,,
Dhurringile Primary School,Primary,,Dhurringile Primary School,Primary,605 Langham Road,Dhurringile,VIC,"3610",03 5826 6222,http://dhurringileps.weebly.com/,,Open,Prep to 6,x,,,,,,,North East,Shortest path,Yes,"1394401",,,,
Diamond Creek East Primary School,Primary,,Diamond Creek East Primary School,Primary,129-163 Main Hurstbridge Road,Diamond Creek,VIC,"3089",03 9438 1413,http://www.dceps.vic.edu.au/,,Open,Prep to 6,x,,,,,,,North West,Straight line,Yes,"1503701",,,,
Diamond Creek Primary School,Primary,,Diamond Creek Primary School,Primary,17 Clyde Street,Diamond Creek,VIC,"3089",03 9438 1108,http://www.diamondcreekps.vic.edu.au,,Open,Prep to 6,x,,,,,,,North West,Straight line,Yes,"1100301",,,,
Diggers Rest Primary School,Primary,,Diggers Rest Primary School,Primary,Plumpton Road,Diggers Rest,VIC,"3427",03 9740 1391,http://www.diggersrestps.vic.edu.au,,Open,Prep to 6,x,,,,,,,South West,Straight line,Yes,"1247901",,,,
Dimboola Primary School,Primary,,Dimboola Campus,Primary,Hindmarsh Street,Dimboola,VIC,"3414",03 5389 1270,http://www.dimboolaps.vic.edu.au/,,Open,Prep to 6,x,,,,,,,South West,Shortest path,Yes,"1137201",,,,
Dingley Primary School,Primary,,Dingley Primary School,Primary,111-115 Centre Dandenong Road,Dingley Village,VIC,"3172",03 9551 3555,http://www.dingleyps.vic.edu.au,,Open,Prep to 6,x,,,,,,,South East,Straight line,Yes,"1425701",,,,
Dinjerra Primary School,Primary,,Dinjerra Primary School,Primary,44 South Road,Braybrook,VIC,"3019",03 9311 1598,http://www.dinjerra.vic.edu.au/,,Open,Prep to 6,x,,,,,,,South West,Straight line,Yes,"1545001",,,,
Dixons Creek Primary School,Primary,,Dixons Creek Primary School,Primary,Melba Highway,Dixons Creek,VIC,"3775",03 5965 2282,http://www.dixonscreekps.vic.edu.au,,Open,Prep to 6,x,,,,,,,North East,Straight line,Yes,"1158501",,,,
Don Valley Primary School,Primary,,Don Valley Primary School,Primary,Old Dalry Road,Don Valley,VIC,"3139",03 5967 3321,http://www.donvalleyps.vic.edu.au,,Open,Prep to 6,x,,,,,,,North East,Straight line,Yes,"1395601",,,,
Donald Primary School,Primary,,Donald Primary School,Primary,Walker Street,Donald,VIC,"3480",03 5497 1581,http://www.donaldps.vic.edu.au/,,Open,Prep to 6,x,,,,,,,South West,Shortest path,Yes,"1146501",,,,
Donburn Primary School,Primary,,Donburn Primary School,Primary,Colchester Drive,Doncaster East,VIC,"3109",03 9841 8099,http://www.donburn.vic.edu.au,,Open,Prep to 6,x,,,,,,,North East,Straight line,Yes,"1501901",,,,
Doncaster Gardens Primary School,Primary,,Doncaster Gardens Primary School,Primary,Sandhurst Avenue,Doncaster East,VIC,"3109",03 9848 5282,http://www.dgps.vic.edu.au,,Open,Prep to 6,x,,,,,,,North East,Straight line,Yes,"1545401",,,,
Doncaster Primary School,Primary,,Doncaster Primary School,Primary,2 - 12 Council Street,Doncaster,VIC,"3108",03 9848 1122,http://www.doncasterps.vic.edu.au/,,Open,Prep to 6,x,,,,,,,North East,Straight line,Yes,"1019701",,,,
Donvale Primary School,Primary,,Donvale Primary School,Primary,Elata Street,Donvale,VIC,"3111",03 9842 3373,http://www.donvaleps.vic.edu.au/,,Open,Prep to 6,x,,,,,,,North East,Straight line,Yes,"1496101",,,,
Dookie Primary School,Primary,,Dookie Primary School,Primary,Baldock Street,Dookie,VIC,"3646",03 5828 6585,http://www.dookieps.vic.edu.au/,,Open,Prep to 6,x,,,,,,,North East,Shortest path,Yes,"1152701",,,,
Doreen Primary School,Primary,,Doreen Primary School,Primary,75 Doctors Gully Road,Doreen,VIC,"3754",03 9717 3563,http://www.doreenps.vic.edu.au/,,Open,Prep to 6,x,,,,,,,North West,Straight line,Yes,"1094501",,,,
Dorset Primary School,Primary,,Dorset Primary School,Primary,1-11 Rescorla Avenue,Croydon,VIC,"3136",03 9725 5038,http://www.dorsetps.vic.edu.au,,Open,Prep to 6,x,,,,,,,North East,Straight line,Yes,"1513201",,,,
Dromana Primary School,Primary,,Dromana Primary School,Primary,Mcculloch Street,Dromana,VIC,"3936",03 5987 2367,http://www.dromanaps.vic.edu.au,,Open,Prep to 6,x,,,,,,,South East,Straight line,Yes,"1018401",,,,
Drouin Primary School,Primary,,Drouin Primary School,Primary,153-161 Princes Way,Drouin,VIC,"3818",03 5625 1666,http://www.drouinps.vic.edu.au/,,Open,Prep to 6,x,,,,,,,South East,Shortest path,Yes,"1192401",,,,
Drouin South Primary School,Primary,,Drouin South Primary School,Primary,3061 Westernport Road,Drouin South,VIC,"3818",03 5627 6286,http://www.drouinsouth.vic.edu.au/,,Open,Prep to 6,x,,,,,,,South East,Shortest path,Yes,"1231301",,,,
Drouin West Primary School,Primary,,Drouin West Primary School,Primary,535 Main Neerim Road,Drouin West,VIC,"3818",03 5625 1971,http://www.drouinwest.vic.edu.au,,Open,Prep to 6,x,,,,,,,South East,Shortest path,Yes,"1141701",,,,
Drummond Primary School,Primary,,Drummond Primary School,Primary,9 Lauriston Road,Drummond,VIC,"3461",03 5423 9152,,,Open,Prep to 6,x,,,,,,,South West,Shortest path,Yes,"1184801",,,,
Drysdale Primary School,Primary,,Drysdale Primary School,Primary,52-66 Clifton Springs Rd,Drysdale,VIC,"3222",03 5251 2272,http://www.drysdaleps.vic.edu.au,,Open,Prep to 6,x,,,,,,,South West,Straight line,Yes,"1164501",,,,
Dunkeld Consolidated School,Primary,,Dunkeld Consolidated School,Primary,93 Victoria Valley Road,Dunkeld,VIC,"3294",03 5577 2384,http://www.dunkeld.vic.edu.au/,,Open,Prep to 6,x,,,,,,,South West,Shortest path,Yes,"1621501",,,,
Dunolly Primary School,Primary,,Dunolly Primary School,Primary,8 Elgin Street,Dunolly,VIC,"3472",03 5468 1111,http://www.dunollyps.vic.edu.au/,,Open,Prep to 6,x,,,,,,,North West,Shortest path,Yes,"1158201",,,,
Eagle Point Primary School,Primary,,Eagle Point Primary School,Primary,43 School Road,Eagle Point,VIC,"3878",03 5156 6382,http://www.eaglepoint.vic.edu.au/,,Open,Prep to 6,x,,,,,,,South East,Shortest path,Yes,"1321501",,,,
Eaglehawk North Primary School,Primary,,Eaglehawk North Primary School,Primary,1-9 Bendigo-Pyramid Road,Eaglehawk,VIC,"3556",03 5446 8366,http://www.ehnps.vic.edu.au,,Open,Prep to 6,x,,,,,,,North West,Straight line,Yes,"1142801",,,,
Eaglehawk Primary School,Primary,,Eaglehawk Primary School,Primary,Church St,Eaglehawk,VIC,"3556",03 5446 3722,http://www.eaglehawkps.vic.edu.au/,,Open,Prep to 6,x,,,,,,,North West,Straight line,Yes,"1021001",,,,
East Bentleigh Primary School,Primary,,East Bentleigh Primary School,Primary,Bignell Road,East Bentleigh,VIC,"3165",03 9570 3525,http://www.eastbentleighps.vic.edu.au,,Open,Prep to 6,x,,,,,,,South East,Straight line,Yes,"1483701",,,,
Eastbourne Primary School,Primary,,Eastbourne Primary School,Primary,Allambi Avenue,Capel Sound,VIC,"3940",03 5986 4884,http://www.eastbourne.vic.edu.au,,Open,Prep to 6,x,,,,,,,South East,Straight line,Yes,"1513301",,,,
Eastwood Primary School,Primary,,Eastwood Deaf Facility,Deaf,Alexandra Road,Ringwood East,VIC,"3135",03 9870 6103,http://www.eastwood.vic.edu.au,,O,,,,,,,,,North East,NA,No,"1470202",,,,
Eastwood Primary School,Primary,,Eastwood Primary School,Primary,Alexandra Road,Ringwood East,VIC,"3135",03 9870 6103,http://www.eastwood.vic.edu.au,,Open,Prep to 6,x,,,,,,,North East,Straight line,Yes,"1470201",,,,
Echuca East Primary School,Primary,,Echuca East Primary School,Primary,21-31 Eyre Street,Echuca,VIC,"3564",03 5482 2588,http://www.echucaeastps.vic.edu.au/,,Open,Prep to 6,x,,,,,,,North West,Shortest path,Yes,"1266701",,,,
Echuca Primary School,Primary,,Echuca Primary School,Primary,413-431 High Street,Echuca,VIC,"3564",03 5483 0700,http://www.echucaps.vic.edu.au,,Open,Prep to 6,x,,,,,,,North West,Shortest path,Yes,"1020801",,,,
Echuca Twin Rivers Primary School,Primary,,Echuca Twin Rivers Primary School,Primary,66 Wilkinson Drive,Echuca,VIC,"3564",03 5410 7700,http://www.echucatwinriversps.vic.edu.au/,,Open,Prep to 6,x,,,,,,,North West,Shortest path,Yes,"1551601",,,,
Edi Upper Primary School,Primary,,Edi Upper Primary School,Primary,832 Edi-Cheshunt Road,Edi Upper,VIC,"3678",03 5729 3560,http://www.ediupperps.vic.edu.au/,,Open,Prep to 6,x,,,,,,,North East,Shortest path,Yes,"1142201",,,,
Edithvale Primary School,Primary,,Edithvale Primary School,Primary,42-54 Edithvale Road,Edithvale,VIC,"3196",03 9772 1393,http://www.edithvaleps.vic.edu.au,,Open,Prep to 6,x,,,,,,,South East,Straight line,Yes,"1379001",,,,
Eildon Primary School,Primary,,Eildon Primary School,Primary,45 High Street,Eildon,VIC,"3713",03 5774 2074,https://www.eildonps.vic.edu.au/,,Open,Prep to 6,x,,,,,,,North East,Shortest path,Yes,"1393101",,,,
Elliminyt Primary School,Primary,,Elliminyt Primary School,Primary,135 Slater Street,Elliminyt,VIC,"3249",03 5231 5208,http://www.elliminyt.vic.edu.au,,Open,Prep to 6,x,,,,,,,South West,Shortest path,Yes,"1202801",,,,
Ellinbank Primary School,Primary,,Ellinbank Primary School,Primary,13 Community Place,Ellinbank,VIC,"3821",03 5626 1338,http://www.ellinbank-ps.vic.edu.au/,,Open,Prep to 6,x,,,,,,,South East,Shortest path,Yes,"1218901",,,,
Elmhurst Primary School,Primary,,Elmhurst Primary School,Primary,48 Byerly Street,Elmhurst,VIC,"3469",03 5354 8252,http://www.elmhurstps.vic.edu.au/,,Open,Prep to 6,x,,,,,,,South West,Shortest path,Yes,"1095901",,,,
Elmore Primary School,Primary,,Elmore Primary School,Primary,36 Michie Street,Elmore,VIC,"3558",03 5432 6247,http://www.elmoreps.vic.edu.au/,,Open,Prep to 6,x,,,,,,,North West,Straight line,Yes,"1151501",,,,
Elphinstone Primary School,Primary,,Elphinstone Primary School,Primary,26 Wright Street,Elphinstone,VIC,"3448",03 5473 3285,http://www.elphinstoneps.vic.edu.au,,Open,Prep to 6,x,,,,,,,North West,Shortest path,Yes,"1022001",,,,
Elsternwick Primary School,Primary,,Elsternwick Primary School,Primary,Murphy Street,Brighton,VIC,"3186",03 8534 6100,http://www.elsternwickps.vic.edu.au/,,Open,Prep to 6,x,,,,,,,South East,Straight line,Yes,"1287001",,,,
Eltham East Primary School,Primary,,Eltham East Primary School,Primary,16 Grove Street,Eltham,VIC,"3095",03 9439 9793,http://www.elthameastps.vic.edu.au,,Open,Prep to 6,x,,,,,,,North West,Straight line,Yes,"1489701",,,,
Eltham North Primary School,Primary,,Eltham North Primary School,Primary,35-47 Wattletree Road,Eltham North,VIC,"3095",03 9439 9639,http://www.elthamnorthps.vic.edu.au,,Open,Prep to 6,x,,,,,,,North West,Straight line,Yes,"1421201",,,,
Eltham Primary School,Primary,,Eltham Primary School,Primary,Dalton Street,Eltham,VIC,"3095",03 9439 9374,http://www.elthamps.vic.edu.au/,,Open,Prep to 6,x,,,,,,,North West,Straight line,Yes,"1020901",,,,
Elwood Primary School,Primary,,Elwood Primary School,Primary,Scott Street,Elwood,VIC,"3184",03 9531 2762,http://www.elwoodprimary.vic.edu.au,,Open,Prep to 6,x,,,,,,,South East,Straight line,Yes,"1394201",,,,
Emerald Primary School,Primary,,Emerald Primary School,Primary,10 Heroes Avenue,Emerald,VIC,"3782",03 5968 4311,http://www.eps.vic.edu.au,,Open,Prep to 6,x,,,,,,,North East,Straight line,Yes,"1338101",,,,
Eppalock Primary School,Primary,,Eppalock Primary School,Primary,149 Patons Road,Axe Creek,VIC,"3551",03 5439 6366,http://eppalockps.vic.edu.au/,,Open,Prep to 6,x,,,,,,,North West,Straight line,Yes,"1178801",,,,
Epping Primary School,Primary,,Greenbrook Campus,Primary,66 Peppercorn Parade,Epping,VIC,"3076",03 9408 6362,http://www.eppingps.vic.edu.au,,Open,Prep to 6,x,,,,,,,North West,Straight line,Yes,"1555102",,,,
Epping Primary School,Primary,,High Street Campus,Primary,805 High Street,Epping,VIC,"3076",03 9408 6362,http://www.eppingps.vic.edu.au,,Open,Prep to 6,x,,,,,,,North West,Straight line,Yes,"1555101",,,,
Epping Views Primary School,Primary,,Epping Views Primary School,Primary,20 Mansfield Street,Epping,VIC,"3076",03 8401 3791,http://www.eppingviewsps.vic.edu.au,,Open,Prep to 6,x,,,,,,,North West,Straight line,Yes,"1551301",,,,
Epsom Primary School,Primary,,Epsom Primary School,Primary,Howard Street,Epsom,VIC,"3551",03 5448 4318,http://www.epsomps.vic.edu.au,,Open,Prep to 6,x,,,,,,,North West,Straight line,Yes,"1236701",,,,
Eskdale Primary School,Primary,,Eskdale Primary School,Primary,3790 Omeo Highway,Eskdale,VIC,"3701",02 6072 0402,https://eskdale-ps.vic.edu.au/,,Open,Prep to 6,x,,,,,,,North East,Shortest path,Yes,"1231801",,,,
Essendon North Primary School,Primary,,Essendon North Primary School,Primary,112 Keilor Road,Essendon North,VIC,"3041",03 9379 3979,http://www.enps.vic.edu.au,,Open,Prep to 6,x,,,,,,,South West,Straight line,Yes,"1401501",,,,
Essendon Primary School,Primary,,Essendon Primary School,Primary,38 Raleigh Street,Essendon,VIC,"3040",03 9370 7816,http://www.essendonps.vic.edu.au,,Open,Prep to 6,x,,,,,,,South West,Straight line,Yes,"1048301",,,,
Essex Heights Primary School,Primary,,Essex Heights Primary School,Primary,22-30 Essex Road,Mount Waverley,VIC,"3149",03 9807 4944,http://www.essexheightsps.vic.edu.au/,,Open,Prep to 6,x,,,,,,,North East,Straight line,Yes,"1490301",,,,
Euroa Primary School,Primary,,Euroa Primary School,Primary,Clifton Street,Euroa,VIC,"3666",03 5795 2212,http://www.euroa-ps.vic.edu.au/,,Open,Prep to 6,x,,,,,,,North East,Shortest path,Yes,"1170601",,,,
Everton Primary School,Primary,,Everton Primary School,Primary,2157 Great Alpine Road,Everton,VIC,"3678",03 5727 0222,http://www.evertonps.vic.edu.au/,,Open,Prep to 6,x,,,,,,,North East,Shortest path,Yes,"1539901",,,,
Exford Primary School,Primary,,Exford Primary School,Primary,1137 Exford Road,Exford,VIC,"3338",03 9743 5025,http://www.exfordps.vic.edu.au,,Open,Prep to 6,x,,,,,,,South West,Straight line,Yes,"1342301",,,,
Fairfield Primary School,Primary,,Fairfield Primary School,Primary,Langridge Street,Fairfield,VIC,"3078",03 9489 2966,http://www.fairfieldps.vic.edu.au,,Open,Prep to 6,x,,,,,,,North West,Straight line,Yes,"1271101",,,,
Fairhills Primary School,Primary,,Fairhills Primary School,Primary,Manuka Drive,Ferntree Gully,VIC,"3156",03 9758 3007,http://www.fairhillsps.vic.edu.au,,Open,Prep to 6,x,,,,,,,North East,Straight line,Yes,"1490601",,,,
Falls Creek Primary School,Primary,,Falls Creek Primary School,Primary,15 Slalom Street,Falls Creek,VIC,"3699",03 5758 3311,http://www.fallscreekps.vic.edu.au,,Open,Prep to 6,x,,,,,,,North East,Shortest path,Yes,"1506701",,,,
Fawkner Primary School,Primary,,Fawkner Primary School,Primary,Lorne Street,Fawkner,VIC,"3060",03 9357 3579,http://fawknerps.vic.edu.au/,,Open,Prep to 6,x,,,,,,,North West,Straight line,Yes,"1359001",,,,
Ferntree Gully North Primary School,Primary,,Ferntree Gully North Primary School,Primary,111 Forest Road,Ferntree Gully,VIC,"3156",03 9758 1662,http://www.ferntree.vic.edu.au,,Open,Prep to 6,x,,,,,,,North East,Straight line,Yes,"1471801",,,,
Ferny Creek Primary School,Primary,,Ferny Creek Primary School,Primary,School Road,Ferny Creek,VIC,"3786",03 9755 1522,http://www.fernycreekps.vic.edu.au,,Open,Prep to 6,x,,,,,,,North East,Straight line,Yes,"1322801",,,,
Findon Primary School,Primary,,Findon Primary School,Primary,Cuthbert Drive,Mill Park,VIC,"3082",03 9404 1362,http://www.findonps.vic.edu.au/,,Open,Prep to 6,x,,,,,,,North West,Straight line,Yes,"1524401",,,,
Fish Creek and District Primary School,Primary,,Fish Creek and District Primary School,Primary,10 Foster Road,Fish Creek,VIC,"3959",03 5683 2271,http://www.fishyps.vic.edu.au/,,Open,Prep to 6,x,,,,,,,South East,Shortest path,Yes,"1302801",,,,
Fitzroy North Primary School,Primary,,Fitzroy North Primary School,Primary,3 Fergie Street,Fitzroy North,VIC,"3068",03 9481 5860,http://www.fitzroynthps.vic.edu.au/,,Open,Prep to 6,x,,,,,,,North West,Straight line,Yes,"1149001",,,,
Fitzroy Primary School,Primary,,Fitzroy Primary School,Primary,319 George Street,Fitzroy,VIC,"3065",03 9417 4222,http://www.fitzroyprimaryschool.vic.edu.au,,Open,Prep to 6,x,,,,,,,North West,Straight line,Yes,"1045001",,,,
Fleetwood Primary School,Primary,,Fleetwood Primary School,Primary,97 Fleetwood Drive,Narre Warren,VIC,"3805",03 9705 2281,http://www.hallamvalleyps.vic.edu.au/,,Open,Prep to 6,x,,,,,,,South East,Straight line,Yes,"1440701",,,,
Flemington Primary School,Primary,,Flemington Primary School,Primary,Cnr Mt Alexander Rd & Padman Lane,Flemington,VIC,"3031",03 9376 7137,http://www.flemingtonps.vic.edu.au,,Open,Prep to 6,x,,,,,,,South West,Straight line,Yes,"1025001",,,,
Flowerdale Primary School,Primary,,Flowerdale Primary School,Primary,3377 Whittlesea Yea Road,Flowerdale,VIC,"3717",03 5780 1264,http://www.flowerdaleps.vic.edu.au/,,Open,Prep to 6,x,,,,,,,North East,Shortest path,Yes,"1309801",,,,
Footscray City Primary School,Primary,,Footscray City Primary School,Primary,10 Hyde Street,Footscray,VIC,"3011",03 9687 2826,http://www.fcps.vic.edu.au/,,Open,Prep to 6,x,,,,,,,South West,Straight line,Yes,"1191201",,,,
Footscray North Primary School,Primary,,Footscray North Primary School,Primary,14 Rosamond Road,Footscray,VIC,"3011",03 9317 9047,http://www.footsnth.vic.edu.au/,,Open,Prep to 6,x,,,,,,,South West,Straight line,Yes,"1416001",,,,
Footscray Primary School,Primary,,Footscray Primary School,Primary,Cnr Geelong Road & Barkly St,Footscray,VIC,"3011",03 9687 1910,http://www.footscrayps.vic.edu.au/website,,Open,Prep to 6,x,,,,,,,South West,Straight line,Yes,"1025301",,,,
Footscray West Primary School,Primary,,Footscray West Primary School,Primary,Argyle Street,West Footscray,VIC,"3012",03 9687 1535,http://www.fwps.vic.edu.au,,Open,Prep to 6,x,,,,,,,South West,Straight line,Yes,"1389001",,,,
Forest Street Primary School,Primary,,Forest Street Deaf Facility,Deaf,Cnr Forest & Hancock Streets,Wendouree,VIC,"3355",03 5339 2110,http://www.foreststreetps.vic.edu.au/,,O,,,,,,,,,South West,NA,No,"1493602",,,,
Forest Street Primary School,Primary,,Forest Street Primary School,Primary,Cnr Forest & Hancock Streets,Wendouree,VIC,"3355",03 5339 2110,http://www.foreststreetps.vic.edu.au/,,Open,Prep to 6,x,,,,,,,South West,Straight line,Yes,"1493601",,,,
Forrest Primary School,Primary,,Forrest Primary School,Primary,10 Grant Street,Forrest,VIC,"3236",03 5236 6393,http://www.forrestps.vic.edu.au/,,Open,Prep to 6,x,,,,,,,South West,Shortest path,Yes,"1270801",,,,
